Drug A,Drug B,Cell Line Name,Score
Vorinostat,Dasatinib,SW-620,-5.73967918172164
vinblastine,Lapatinib,A375,-23.3725501337939
metformin,Dasatinib,SW-620,9.04709717330502
Lapatinib,Dasatinib,RPMI7951,-3.724573545179619
paclitaxel,Sorafenib,HT144,4.4516036428765
paclitaxel,Erlotinib,SW837,-1.657597602265355
Sunitinib,Erlotinib,OV90,5.586124430090477
paclitaxel,Dasatinib,SKMEL30,-26.6651088566214
Lapatinib,Erlotinib,SKMES1,3.028467183462371
vinblastine,Dasatinib,SW-620,-40.7258600860177
metformin,Sorafenib,OVCAR3,-26.912205886836706
paclitaxel,Erlotinib,A2058,-3.9965921287470247
Lapatinib,geldanamycin,HCT116,-4.739766082030863
Sunitinib,Dasatinib,HCT116,4.2006804390709
metformin,Lapatinib,A2780,-22.3071231538392
metformin,Erlotinib,SKMES1,-18.5891767455387
Lapatinib,geldanamycin,RPMI7951,-5.960419628776203
Sunitinib,Sorafenib,SW837,-18.9061714872788
metformin,Vorinostat,T-47D,-21.4141717786538
metformin,Erlotinib,VCAP,-12.208208404490907
Erlotinib,geldanamycin,LOVO,-3.72583443525641
Vorinostat,Sorafenib,A2780,-2.377061578670744
Erlotinib,Dasatinib,OV90,6.075310726130807
Vorinostat,Sunitinib,HCT116,2.12042655289975
Dasatinib,geldanamycin,SK-OV-3,3.181253849239128
vinblastine,Erlotinib,NCI-H460,10.41580460128629
metformin,geldanamycin,SW837,-23.8934551543691
Dasatinib,geldanamycin,VCAP,-0.8981307679622897
paclitaxel,Lapatinib,UACC62,3.7078671714499096
Sunitinib,geldanamycin,A375,11.644495901203598
metformin,Vorinostat,RPMI7951,-22.42608065327665
Lapatinib,Erlotinib,LOVO,-1.2036514942358316
vinblastine,geldanamycin,SKMEL30,-13.5091075877696
Vorinostat,Lapatinib,SKMEL30,-1.79502295092813
Vorinostat,geldanamycin,SK-OV-3,2.332279780348585
Lapatinib,Dasatinib,MDAMB436,3.11049964318654
Vorinostat,Erlotinib,OVCAR3,3.54836143321337
Vorinostat,Lapatinib,NCIH2122,3.77256113899207
paclitaxel,Sunitinib,RKO,-2.35314836228574
Sunitinib,Erlotinib,NCIH2122,7.837521570550837
Erlotinib,geldanamycin,A375,9.328533024448705
Dasatinib,geldanamycin,HT144,-37.9495035857927
Erlotinib,Sorafenib,MDAMB436,-4.144685584269085
paclitaxel,Dasatinib,NCIH1650,8.91646092056966
Vorinostat,Erlotinib,T-47D,5.635020609606415
Dasatinib,Sorafenib,SKMEL30,-15.1006814359747
Lapatinib,Sorafenib,SKMES1,-2.4599041427842496
paclitaxel,Erlotinib,SKMES1,2.42002639701588
Sunitinib,Sorafenib,VCAP,-3.0331069492891496
Sunitinib,Erlotinib,A2780,10.480393919522983
paclitaxel,Dasatinib,RKO,4.452168509343501
vinblastine,Sunitinib,NCIH2122,-2.552277046947741
Lapatinib,geldanamycin,NCIH23,-5.97419023328963
Vorinostat,Dasatinib,NCIH23,-0.5734820606807138
vinblastine,Erlotinib,NCIH23,3.7606671418030695
metformin,geldanamycin,MDAMB436,-31.4759298257721
Vorinostat,geldanamycin,SW837,0.300408103033295
Lapatinib,Erlotinib,RKO,-6.32558602127377
Lapatinib,Erlotinib,T-47D,0.90894434552881
Vorinostat,Erlotinib,RPMI7951,5.954690473588823
paclitaxel,Sunitinib,UACC62,0.0804428699766095
Lapatinib,geldanamycin,CAOV3,8.45389840526827
geldanamycin,Sorafenib,SKMES1,-2.8859593337581737
paclitaxel,Lapatinib,SKMEL30,-1.122073026503361
metformin,Sunitinib,SKMEL30,-75.56229656723696
Vorinostat,Sunitinib,SW-620,-6.291328737399075
Vorinostat,Sunitinib,SW837,-10.1192188918475
metformin,geldanamycin,HCT116,-56.3663437951974
geldanamycin,Sorafenib,HT144,2.4288820651169605
paclitaxel,Vorinostat,HT144,5.05355462238675
Sunitinib,Sorafenib,NCIH1650,-13.1809903671301
Vorinostat,geldanamycin,SW-620,-6.75960002722117
geldanamycin,Sorafenib,T-47D,9.0758909366509
vinblastine,geldanamycin,HT144,-1.4230966237807086
vinblastine,Sorafenib,HCT116,5.59963570142504
geldanamycin,Sorafenib,SK-OV-3,4.133325903305868
Erlotinib,geldanamycin,SW837,3.00680128293027
metformin,Lapatinib,CAOV3,-27.8195558011628
metformin,Erlotinib,SW-620,-29.9162730471743
Lapatinib,Dasatinib,SW837,20.7191486697607
Vorinostat,Erlotinib,A2058,3.455876052191651
vinblastine,Sunitinib,UACC62,2.595279020812243
Erlotinib,Sorafenib,LOVO,-4.0896099478500325
Sunitinib,geldanamycin,NCIH1650,5.3817717725564
paclitaxel,Vorinostat,A375,-1.9802660997523944
Sunitinib,geldanamycin,LOVO,0.4007388327427847
vinblastine,Sorafenib,RKO,10.11870938841209
paclitaxel,geldanamycin,SW837,-1.7174251595272625
metformin,Dasatinib,NCIH1650,-13.2363849677504
metformin,Sunitinib,HCT116,-58.24412469223692
metformin,Vorinostat,SW837,-47.9875704511971
metformin,Sunitinib,NCI-H460,-3.681083449701528
vinblastine,Sunitinib,HCT116,0.1118559290339978
Vorinostat,geldanamycin,SKMES1,-8.998840630677615
Erlotinib,Sorafenib,OV90,1.1941842843275
Sunitinib,Dasatinib,RKO,19.33685959748449
Dasatinib,geldanamycin,SW-620,-3.09775596823669
paclitaxel,Dasatinib,MDAMB436,1.2555345380058751
metformin,Lapatinib,RKO,-78.7451798053926
Sunitinib,Erlotinib,SK-OV-3,8.35813394800668
metformin,Lapatinib,SKMEL30,-19.6754058911438
paclitaxel,geldanamycin,RKO,4.743603615290096
vinblastine,Lapatinib,HT144,1.3155747227446202
Dasatinib,Sorafenib,A375,11.316750179392892
Vorinostat,Erlotinib,VCAP,11.779516260068313
Sunitinib,Dasatinib,NCIH2122,-3.802611775309477
Vorinostat,Sorafenib,RPMI7951,-10.539071528779305
Vorinostat,geldanamycin,MDAMB436,4.49646859469848
Lapatinib,geldanamycin,UACC62,3.59102041590596
paclitaxel,Vorinostat,LOVO,2.1560784090827942
paclitaxel,Dasatinib,VCAP,-17.309192174305
vinblastine,Lapatinib,LOVO,-1.768261666543676
Vorinostat,geldanamycin,CAOV3,-3.34531377329845
vinblastine,Lapatinib,NCIH23,-9.09730633851708
Sunitinib,Dasatinib,SKMEL30,-12.909180343140196
Erlotinib,Dasatinib,VCAP,4.020569536845237
paclitaxel,Vorinostat,MDAMB436,2.28163515100639
paclitaxel,geldanamycin,A2058,-1.6307504375632549
Lapatinib,Erlotinib,A2780,7.809600001042748
metformin,Erlotinib,A2058,-83.9761260280997
Dasatinib,Sorafenib,CAOV3,7.656482330373112
vinblastine,Sunitinib,SW-620,1.675245639565673
Lapatinib,Dasatinib,A375,-15.991582533821994
Dasatinib,geldanamycin,SW837,8.681027307740193
Erlotinib,Dasatinib,SKMES1,11.10272802991041
Lapatinib,Sorafenib,SW837,3.42951329804928
paclitaxel,Vorinostat,NCI-H460,-1.4295761119406232
Sunitinib,Sorafenib,SKMES1,-11.9299972333177
Dasatinib,Sorafenib,SW-620,11.923948375295712
paclitaxel,Sunitinib,HCT116,5.960801203295765
vinblastine,Lapatinib,UACC62,-0.4381862293696001
vinblastine,Vorinostat,LOVO,-2.43808381047612
Lapatinib,geldanamycin,NCIH1650,5.72263802046558
Vorinostat,Erlotinib,NCI-H460,1.1496085756031087
paclitaxel,Sorafenib,A2058,-6.72144892291601
Sunitinib,Dasatinib,A2058,18.1939100849816
Vorinostat,Lapatinib,SKMES1,3.61441892535489
metformin,Sorafenib,OV90,-0.8028238008287005
Vorinostat,Lapatinib,MDAMB436,0.7001962140772594
paclitaxel,Lapatinib,SK-OV-3,2.125547882163602
metformin,Lapatinib,NCIH23,-2.8472026300298463
metformin,Dasatinib,T-47D,-4.534682244798708
Erlotinib,geldanamycin,NCI-H460,4.49418879319923
vinblastine,Lapatinib,A2058,-10.901275449743116
Sunitinib,Dasatinib,RPMI7951,-4.736229867816737
Vorinostat,geldanamycin,A2058,-0.0053525606393112
Erlotinib,geldanamycin,HCT116,7.06923762363823
Vorinostat,Sorafenib,NCI-H460,-0.0084306638066775
Lapatinib,Sorafenib,A2780,2.11900133622217
Sunitinib,Dasatinib,NCIH1650,8.106852576346123
Vorinostat,Sorafenib,SKMES1,-0.1428452494230792
Vorinostat,geldanamycin,NCIH2122,-1.0683487237199796
vinblastine,geldanamycin,CAOV3,0.0285872237409883
Vorinostat,Lapatinib,OVCAR3,2.75380173901167
paclitaxel,Dasatinib,UACC62,-7.69948364751984
Vorinostat,Lapatinib,HT144,-0.0556983764780604
paclitaxel,geldanamycin,A375,-1.32131943338233
paclitaxel,Vorinostat,NCIH23,-3.0345245902191325
vinblastine,Lapatinib,RPMI7951,-2.93911844531118
Sunitinib,Dasatinib,MDAMB436,9.94612085382829
metformin,Erlotinib,OV90,-3.5546157663424616
Vorinostat,Dasatinib,HT144,-11.221818720505304
Lapatinib,Sorafenib,SKMEL30,3.9797293996962297
Lapatinib,Erlotinib,CAOV3,4.54734483862441
metformin,Sunitinib,CAOV3,-45.634880019414
metformin,Sunitinib,OVCAR3,-1.6020246929696491
Vorinostat,Sunitinib,NCIH23,-4.12581810820042
Vorinostat,geldanamycin,NCIH1650,-3.019531285218114
Vorinostat,Lapatinib,SW837,5.42509465390903
Erlotinib,Dasatinib,NCIH2122,-21.5871320482388
vinblastine,Lapatinib,T-47D,-1.2497809936708242
metformin,Vorinostat,LOVO,-35.0272315856836
vinblastine,Lapatinib,SK-OV-3,3.37898618824583
metformin,Dasatinib,UACC62,-13.4460672849668
Lapatinib,Sorafenib,T-47D,10.982614675109394
Dasatinib,geldanamycin,LOVO,2.35164464781062
Dasatinib,geldanamycin,HCT116,-20.9676231329802
Lapatinib,Sorafenib,NCIH23,-1.6422791314174887
Vorinostat,Dasatinib,LOVO,-0.3136273830120112
paclitaxel,Sunitinib,OVCAR3,-16.967828162594074
Dasatinib,Sorafenib,HT144,-2.8325461302865187
paclitaxel,Erlotinib,RKO,-2.6871577689602653
vinblastine,Sorafenib,A2058,7.570838092245207
metformin,Sorafenib,SKMES1,-13.547300817594484
paclitaxel,Dasatinib,CAOV3,8.99923705482913
Lapatinib,Dasatinib,SW-620,-0.003939288658445
paclitaxel,Lapatinib,SW837,6.147225205740463
vinblastine,Vorinostat,OV90,-2.149900469098629
metformin,Sorafenib,A2780,-25.2381267145584
Erlotinib,geldanamycin,RKO,-5.36204355968609
Vorinostat,Lapatinib,NCIH1650,4.43276114617859
Vorinostat,Lapatinib,VCAP,3.27144637329635
Vorinostat,Dasatinib,OVCAR3,-1.626797120535592
Sunitinib,geldanamycin,NCIH2122,-9.859535687586003
vinblastine,Sorafenib,NCIH2122,2.0008593011464906
paclitaxel,geldanamycin,RPMI7951,0.369316059642221
Lapatinib,geldanamycin,HT144,5.79128728304933
paclitaxel,Erlotinib,T-47D,0.1235817830644999
geldanamycin,Sorafenib,SW837,-3.36903782007548
Lapatinib,Dasatinib,T-47D,7.06032809637297
Sunitinib,Sorafenib,T-47D,13.71198107208239
