From,To,Attention,Hop,SignalingPath,SpNotation,individualID
68,1491,0.28488466,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
68,1492,0.1963573,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
68,1495,0.18439142,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
68,1496,0.33436665,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1226,1629,0.05600306,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1226,1630,0.35428596,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1226,1631,0.08101498,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1226,1876,0.056146175,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1226,1877,0.0596191,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1227,1629,0.06703686,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1227,1630,0.33234924,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1227,1631,0.10943383,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1228,1629,0.05578945,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1228,1630,0.33955488,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1228,1631,0.09092971,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1228,1876,0.056334805,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1228,1877,0.07650215,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1229,1629,0.05690847,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1229,1630,0.33198375,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1229,1631,0.09251638,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1229,1876,0.05767041,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1229,1877,0.078370824,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1230,1629,0.060065374,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1230,1630,0.3516402,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1230,1631,0.07724461,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1230,1876,0.06585639,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1230,1877,0.08190717,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1374,1629,0.06885041,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1374,1630,0.35940272,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1374,1631,0.0925747,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1491,68,0.33848876,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1492,68,0.32471466,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1495,68,0.29224628,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1496,68,0.34864056,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1629,1226,0.047634885,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1629,1227,0.041856613,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1629,1228,0.03250835,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1629,1229,0.03616062,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1629,1230,0.082777314,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1629,1374,0.098167166,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1630,1226,0.04517521,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1630,1227,0.034699153,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1630,1228,0.33754346,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1630,1229,0.031519108,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1630,1230,0.081938386,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1630,1374,0.097521774,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1631,1226,0.05817487,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1631,1227,0.049823746,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1631,1228,0.047406726,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1631,1229,0.050988294,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1631,1230,0.07113646,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1631,1374,0.08300797,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1876,1226,0.06135387,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1876,1228,0.05221499,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1876,1229,0.05695158,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1876,1230,0.06971914,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1876,1986,0.0712544,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1877,1226,0.059030943,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1877,1228,0.0366016,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1877,1229,0.046109088,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1877,1230,0.07707452,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1877,1986,0.08551939,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1986,1876,0.07838465,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
1986,1877,0.097280376,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R6847727
4,1615,0.037405055,hop1,AMPK signaling pathway,sp2,R6847727
4,1616,0.04103934,hop1,AMPK signaling pathway,sp2,R6847727
4,1617,0.035707276,hop1,AMPK signaling pathway,sp2,R6847727
4,1622,0.035104997,hop1,AMPK signaling pathway,sp2,R6847727
4,1623,0.038949303,hop1,AMPK signaling pathway,sp2,R6847727
40,41,1.0,hop1,AMPK signaling pathway,sp2,R6847727
41,40,1.0,hop1,AMPK signaling pathway,sp2,R6847727
66,2067,0.05036534,hop1,AMPK signaling pathway,sp2,R6847727
67,587,0.041095413,hop1,AMPK signaling pathway,sp2,R6847727
67,1564,0.053734154,hop1,AMPK signaling pathway,sp2,R6847727
67,1615,0.04320345,hop1,AMPK signaling pathway,sp2,R6847727
67,1616,0.046854272,hop1,AMPK signaling pathway,sp2,R6847727
67,1617,0.03736216,hop1,AMPK signaling pathway,sp2,R6847727
67,1622,0.025346901,hop1,AMPK signaling pathway,sp2,R6847727
67,1623,0.03562918,hop1,AMPK signaling pathway,sp2,R6847727
67,1774,0.037332512,hop1,AMPK signaling pathway,sp2,R6847727
67,1775,0.027804248,hop1,AMPK signaling pathway,sp2,R6847727
68,2067,0.049083244,hop1,AMPK signaling pathway,sp2,R6847727
198,1615,0.04039395,hop1,AMPK signaling pathway,sp2,R6847727
198,1616,0.04448182,hop1,AMPK signaling pathway,sp2,R6847727
198,1617,0.033677004,hop1,AMPK signaling pathway,sp2,R6847727
198,1622,0.03245148,hop1,AMPK signaling pathway,sp2,R6847727
198,1623,0.04228071,hop1,AMPK signaling pathway,sp2,R6847727
198,1937,0.031431384,hop1,AMPK signaling pathway,sp2,R6847727
587,67,0.20746593,hop1,AMPK signaling pathway,sp2,R6847727
