From,To,Attention,Hop,SignalingPath,SpNotation,individualID
68,1491,0.32494384,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
68,1492,0.18098621,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
68,1495,0.34998953,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
68,1496,0.14408049,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1226,1629,0.04763476,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1226,1630,0.33364433,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1226,1631,0.08275361,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1226,1876,0.04738541,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1226,1877,0.074988015,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1227,1629,0.06007327,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1227,1630,0.33816868,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1227,1631,0.10513748,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1228,1629,0.050712578,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1228,1630,0.31690523,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1228,1631,0.0877804,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1228,1876,0.04983711,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1228,1877,0.08014161,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1229,1629,0.05173049,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1229,1630,0.3196969,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1229,1631,0.08925974,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1229,1876,0.051023975,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1229,1877,0.08202239,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1230,1629,0.059682216,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1230,1630,0.33774722,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1230,1631,0.07519525,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1230,1876,0.06359008,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1230,1877,0.08644369,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1374,1629,0.07334626,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
1374,1630,0.3473282,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R5334541
