From,To,Attention,Hop,SignalingPath,SpNotation,individualID
58,467,0.016737266,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,500,0.009964964,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1030,0.014916971,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1033,0.006804146,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1318,0.014461289,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1347,0.018314201,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1348,0.01986656,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1456,0.0148845315,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1457,0.010662539,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1458,0.012781717,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1460,0.006457301,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1461,0.007808698,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1462,0.011823779,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1496,0.0108589,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1497,0.010106727,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1498,0.01245373,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1499,0.02891349,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1500,0.009306952,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1501,0.0069166473,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1502,0.014836416,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1503,0.018869817,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1504,0.006730634,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1505,0.018195653,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1592,0.002858862,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
58,1697,0.01019062,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
60,61,0.22116736,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
61,60,0.0026091281,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
61,1943,0.033643685,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
61,1944,0.032734223,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
61,1945,0.03245244,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
65,1318,0.017993867,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
65,1456,0.01861184,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
65,1457,0.012776114,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
65,1458,0.015846701,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
65,1460,0.005843138,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
65,1461,0.007304269,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
65,1462,0.013889372,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
65,1697,0.011153914,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
67,1318,0.018002786,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
67,1456,0.018620808,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
67,1457,0.012782652,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
67,1458,0.015854731,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
67,1460,0.005846536,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
67,1461,0.007308479,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
67,1462,0.013896618,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
67,1697,0.011159876,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
68,1318,0.016241997,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
68,1456,0.016845964,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
68,1457,0.011468957,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
68,1458,0.014262751,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
68,1460,0.006577924,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
68,1461,0.007935958,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
68,1462,0.012507945,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
68,1697,0.010217669,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
155,248,0.020432401,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
155,1203,0.002835177,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
155,1204,0.0040609743,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
155,1205,0.0071615577,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
155,1206,0.01796805,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
155,1207,0.014947082,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
155,1213,0.0149786575,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
155,1217,0.0069166776,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
159,248,0.02008671,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
159,1203,0.003498299,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
159,1204,0.0051307287,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
159,1205,0.009107839,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
159,1206,0.017752454,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
159,1207,0.015457787,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
159,1213,0.015508178,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
159,1217,0.00870218,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
248,155,0.01578075,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
248,159,0.038638726,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
248,1456,0.02531293,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
248,1457,0.01947245,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
248,1458,0.02273396,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
248,1460,0.011735316,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
248,1461,0.0141866375,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
248,1462,0.02149212,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
272,1033,0.008298528,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
272,1318,0.016326256,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
272,1697,0.01246742,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
293,1886,0.18974876,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
293,1887,0.1561883,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
333,500,0.009675154,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
333,1203,0.0022080159,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
333,1204,0.00314124,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
333,1205,0.005728181,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
333,1206,0.01487511,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
333,1207,0.012393135,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
333,1213,0.012420336,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
333,1217,0.005484838,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
372,1882,0.099625915,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
372,1884,0.07953918,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
373,1882,0.09895271,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
373,1884,0.07900718,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
457,1033,0.008521035,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
457,1318,0.016747892,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
457,1697,0.012811288,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
467,58,0.013684312,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
467,1591,0.011313583,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
467,1592,0.0033978173,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
467,1593,0.015555765,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
467,1594,0.014804006,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
467,1598,0.0014419688,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
500,58,0.012350207,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
500,333,0.0022404094,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
500,1648,0.00014758398,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
546,1033,0.007104541,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R8845676
