From,To,Attention,Hop,SignalingPath,SpNotation,individualID
58,467,0.014971577,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,500,0.010518799,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1030,0.014326554,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1033,0.006996646,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1318,0.014489318,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1347,0.016355917,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1348,0.018992044,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1456,0.014376756,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1457,0.011099612,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1458,0.012875206,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1460,0.0055534113,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1461,0.007459072,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1462,0.0125246225,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1496,0.011474691,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1497,0.012122149,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1498,0.013902737,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1499,0.022460332,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1500,0.011705006,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1501,0.008691104,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1502,0.014388266,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1503,0.015617551,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1504,0.0065366775,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1505,0.016809165,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1592,0.0029276942,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
58,1697,0.010850742,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
60,61,0.22053611,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
61,60,0.0056333235,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
61,1943,0.03385549,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
61,1944,0.032807402,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
61,1945,0.03249782,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
65,1318,0.018007755,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
65,1456,0.018600337,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
65,1457,0.011436934,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
65,1458,0.014178798,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
65,1460,0.0045388537,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
65,1461,0.006263367,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
65,1462,0.0132905645,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
65,1697,0.010633865,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
67,1318,0.01799839,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
67,1456,0.018591776,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
67,1457,0.011429325,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
67,1458,0.014169606,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
67,1460,0.0045165624,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
67,1461,0.006256763,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
67,1462,0.0132812355,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
67,1697,0.0106257945,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
68,1318,0.01654913,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
68,1456,0.017143978,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
68,1457,0.010426327,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
68,1458,0.01296398,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
68,1460,0.004978576,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
68,1461,0.0066781635,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
68,1462,0.012159944,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
68,1697,0.009683449,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
155,248,0.020424888,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
155,1203,0.0032966938,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
155,1204,0.005456237,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
155,1205,0.009061069,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
155,1206,0.016731137,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
155,1207,0.015140425,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
155,1213,0.0142053645,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
155,1217,0.0073740324,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
159,248,0.020044494,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
159,1203,0.003978736,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
159,1204,0.0067231525,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
159,1205,0.011220656,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
159,1206,0.016635275,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
159,1207,0.01549921,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
159,1213,0.0150396805,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
159,1217,0.009054481,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
248,155,0.016639499,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
248,159,0.038448356,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
248,1456,0.025223633,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
248,1457,0.018430155,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
248,1458,0.02148479,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
248,1460,0.009271278,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
248,1461,0.012460667,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
248,1462,0.02090925,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
272,1033,0.007575422,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R9680160
