From,To,Attention,Hop,SignalingPath,SpNotation,individualID
68,1491,0.33711994,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
68,1492,0.17915855,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
68,1495,0.19974229,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
68,1496,0.28397927,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1226,1629,0.05473852,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1226,1630,0.34126574,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1226,1631,0.07910097,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1226,1876,0.053143978,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1226,1877,0.06825532,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1227,1629,0.067297146,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1227,1630,0.3374655,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1227,1631,0.104623824,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1228,1629,0.056534674,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1228,1630,0.32075652,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1228,1631,0.08720248,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1228,1876,0.0589905,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1228,1877,0.07670575,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1229,1629,0.05763365,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1229,1630,0.3225705,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1229,1631,0.08868089,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1229,1876,0.06034657,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1229,1877,0.07854133,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1230,1629,0.061323605,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1230,1630,0.34012827,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
1230,1631,0.07572178,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R1531359
