From,To,Attention,Hop,SignalingPath,SpNotation,individualID
68,1491,0.29558513,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
68,1492,0.18933181,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
68,1495,0.24281827,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
68,1496,0.27226484,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1226,1629,0.05689702,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1226,1630,0.14527726,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1226,1631,0.07309999,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1226,1876,0.054543298,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1226,1877,0.06517859,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1227,1629,0.06897578,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1227,1630,0.1299313,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1227,1631,0.09649019,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1228,1629,0.058169536,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1228,1630,0.28649312,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1228,1631,0.08108042,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1228,1876,0.05674123,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1228,1877,0.077220514,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1229,1629,0.059268277,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1229,1630,0.1245926,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1229,1631,0.08245964,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1229,1876,0.05817295,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1229,1877,0.079247296,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1230,1629,0.062033325,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1230,1630,0.14294443,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1230,1631,0.0715985,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1230,1876,0.06710501,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1230,1877,0.08381973,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1374,1629,0.07239717,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1374,1630,0.15452819,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1374,1631,0.07935336,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1491,68,0.44230908,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1492,68,0.41988677,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1495,68,0.38263428,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
1496,68,0.38405046,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R2045909
