From,To,Attention,Hop,SignalingPath,SpNotation,individualID
58,467,0.015582293,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,500,0.011111779,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1030,0.014517428,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1033,0.0067265416,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1318,0.013790272,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1347,0.016738504,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1348,0.021079665,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1456,0.01444721,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1457,0.012138839,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1458,0.013463361,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1460,0.008770145,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1461,0.009180659,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1462,0.012508227,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1496,0.011632777,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1497,0.01171248,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1498,0.012798827,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1499,0.026281549,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1500,0.0088212425,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1501,0.008031084,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1502,0.013849629,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1503,0.018694464,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1504,0.0070171654,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1505,0.017769042,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1592,0.0038274121,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
58,1697,0.010323628,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
60,61,0.22442174,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
61,60,0.0011996777,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
61,1943,0.03288802,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
61,1944,0.032766312,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
61,1945,0.031755753,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
65,1318,0.016944133,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
65,1456,0.018979251,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
65,1457,0.014944352,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
65,1458,0.016626908,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
65,1460,0.007859072,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
65,1461,0.008352367,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
65,1462,0.013984877,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
65,1697,0.010250095,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
67,1318,0.016948314,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
67,1456,0.018984467,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
67,1457,0.0149483485,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
67,1458,0.016631115,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
67,1460,0.007860163,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
67,1461,0.008353573,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
67,1462,0.013987951,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
67,1697,0.010252103,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
68,1318,0.014776275,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
68,1456,0.01588004,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
68,1457,0.012879385,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
68,1458,0.014285423,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
68,1460,0.009392275,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
68,1461,0.009822195,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
68,1462,0.013323978,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
68,1697,0.01099764,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
155,248,0.01915685,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
155,1203,0.005221655,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
155,1204,0.004220591,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
155,1205,0.00718533,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
155,1206,0.01878242,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
155,1207,0.015592974,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
155,1213,0.01663835,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
155,1217,0.009934328,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
159,248,0.018955737,hop1,AGE-RAGE signaling pathway in diabetic complications,sp1,R3176125
